50,52,48,45,40
49.9814546498413,51.980712835835,47.9842102824923,44.9865784096316,39.990049406465
49.9629360168751,51.9614534575501,47.9684419896068,44.9731742080094,39.980110721258
49.9444440499307,51.9422218119279,47.9526950831142,44.9597873657856,39.9701839261572
49.925978690239,51.9230178378486,47.9369695190933,44.946417849234,39.9602690002136
49.9075399080955,51.9038415044193,47.9212652752564,44.9330656411902,39.9503659327139
49.8891276452359,51.8846927510454,47.9055823080223,44.9197307081682,39.9404747028365
49.8707418463457,51.8655715201995,47.8899205760387,44.906413018407,39.9305952908454
49.8523824561101,51.8464777543545,47.8742800379531,44.8931125401458,39.9207276770047
49.8340494192146,51.8274113959832,47.8586606524132,44.8798292416238,39.9108718415786
49.8157426803446,51.8083723875583,47.8430623780665,44.8665630910799,39.9010277648312
49.7974621841853,51.7893606715527,47.8274851735607,44.8533140567534,39.8911954270264
49.7792078754221,51.770376190439,47.8119289975434,44.8400821068833,39.8813748084284
49.7609796987404,51.7514188866901,47.796393808662,44.8268672097089,39.8715658893014
49.7427775988257,51.7324887027787,47.7808795655643,44.8136693334691,39.8617686499093
49.7246015203631,51.7135855811776,47.7653862268979,44.8004884464032,39.8519830705163
49.706451408254,51.6947094645842,47.7499137514676,44.7873245168688,39.8422091314578
49.6883272235959,51.6758603125397,47.7344621098856,44.7741775221201,39.8324468184212
49.670228924243,51.6570380812127,47.7190312703996,44.76104743763,39.8226961160224
49.6521564589998,51.6382427173598,47.7036211946601,44.7479342339002,39.8129570058864
49.6341097766705,51.6194741677374,47.6882318443173,44.7348378814321,39.8032294696385
49.6160888260596,51.6007323791019,47.6728631810216,44.7217583507276,39.7935134889039
49.5980935559712,51.58201729821,47.6575151664233,44.7086956122883,39.7838090453078
49.5801239152097,51.5633288718181,47.6421877621727,44.6956496366157,39.7741161204754
49.5621798525795,51.5446670466826,47.6268809299202,44.6826203942117,39.7644346960317
49.5442613168848,51.5260317695601,47.611594631316,44.6696078555777,39.7547647536022
49.5263682569299,51.5074229872071,47.5963288280105,44.6566119912154,39.7451062748119
49.5085006215193,51.48884064638,47.581083481654,44.6436327716265,39.735459241286
49.4906583594571,51.4702846938354,47.5658585538968,44.6306701673127,39.7258236346497
49.4728414239158,51.4517550808725,47.5506540094368,44.6177241509911,39.7161994377761
49.4550497705293,51.4332517613504,47.5354698146891,44.6047946966274,39.7065866342414
49.4372833497276,51.4147746837167,47.5203059324383,44.591881775548,39.6969852061354
49.4195421119127,51.3963237963892,47.5051623254495,44.5789853590647,39.6873951355396
49.4018260074865,51.3778990477859,47.4900389564873,44.5661054184895,39.6778164045356
49.3841349868506,51.3595003863247,47.4749357883168,44.5532419251344,39.668248995205
49.3664690004071,51.3411277604234,47.4598527837029,44.5403948503112,39.6586928896292
