x,ePR,eP,gP,aP,eBR,eB,gB,mB,eqmC,eqmP,eqmB,eqmA
0.0,0.875,0.63,0.4075,0.001,0.6,0.55,4.73,0.14,0.0897,224.5,5104.0,5330.0
0.0,0.875,0.63,0.4075,0.051,0.6,0.55,4.73,0.14,0.0897,4.402,100.1,104.6
0.0,0.875,0.63,0.4075,0.101,0.6,0.55,4.73,0.14,0.0897,2.223,50.56,52.88
0.0,0.875,0.63,0.4075,0.151,0.6,0.55,4.73,0.14,0.0897,1.487,33.8,35.4
0.0,0.875,0.63,0.4075,0.201,0.6,0.55,4.73,0.14,0.0897,1.117,25.4,26.61
0.0,0.875,0.63,0.4075,0.251,0.6,0.55,4.73,0.14,0.0897,0.8945,20.34,21.33
0.0,0.875,0.63,0.4075,0.301,0.6,0.55,4.73,0.14,0.0897,0.746,16.97,17.8
0.0,0.875,0.63,0.4075,0.351,0.6,0.55,4.73,0.14,0.0897,0.6396,14.55,15.28
0.0,0.875,0.63,0.4075,0.401,0.6,0.55,4.73,0.14,0.0897,0.56,12.734,13.38
0.0,0.875,0.63,0.4075,0.451,0.6,0.55,4.73,0.14,0.0897,0.498,11.32,11.914
0.0,0.875,0.63,0.4075,0.501,0.6,0.55,4.73,0.14,0.0897,0.4482,10.195,10.734
0.05,0.875,0.63,0.4075,0.001,0.6,0.55,4.73,0.14,0.0897,224.5,5104.0,5330.0
0.05,0.875,0.63,0.4075,0.051,0.6,0.55,4.73,0.14,0.0897,4.402,99.94,104.44
0.05,0.875,0.63,0.4075,0.101,0.6,0.55,4.73,0.14,0.0897,2.223,50.38,52.7
0.05,0.875,0.63,0.4075,0.151,0.6,0.55,4.73,0.14,0.0897,1.487,33.62,35.22
0.05,0.875,0.63,0.4075,0.201,0.6,0.55,4.73,0.14,0.0897,1.117,25.22,26.44
0.05,0.875,0.63,0.4075,0.251,0.6,0.55,4.73,0.14,0.0897,0.8945,20.16,21.14
0.05,0.875,0.63,0.4075,0.301,0.6,0.55,4.73,0.14,0.0897,0.746,16.78,17.62
0.05,0.875,0.63,0.4075,0.351,0.6,0.55,4.73,0.14,0.0897,0.6396,14.37,15.09
0.05,0.875,0.63,0.4075,0.401,0.6,0.55,4.73,0.14,0.0897,0.56,12.55,13.2
0.05,0.875,0.63,0.4075,0.451,0.6,0.55,4.73,0.14,0.0897,0.498,11.14,11.73
0.05,0.875,0.63,0.4075,0.501,0.6,0.55,4.73,0.14,0.0897,0.4482,10.01,10.55
0.1,0.875,0.63,0.4075,0.001,0.6,0.55,4.73,0.14,0.0897,224.5,5104.0,5330.0
0.1,0.875,0.63,0.4075,0.051,0.6,0.55,4.73,0.14,0.0897,4.402,99.75,104.25
0.1,0.875,0.63,0.4075,0.101,0.6,0.55,4.73,0.14,0.0897,2.223,50.2,52.5
0.1,0.875,0.63,0.4075,0.151,0.6,0.55,4.73,0.14,0.0897,1.487,33.44,35.03
0.1,0.875,0.63,0.4075,0.201,0.6,0.55,4.73,0.14,0.0897,1.117,25.03,26.25
0.1,0.875,0.63,0.4075,0.251,0.6,0.55,4.73,0.14,0.0897,0.8945,19.98,20.97
0.1,0.875,0.63,0.4075,0.301,0.6,0.55,4.73,0.14,0.0897,0.746,16.6,17.44
0.1,0.875,0.63,0.4075,0.351,0.6,0.55,4.73,0.14,0.0897,0.6396,14.18,14.91
0.1,0.875,0.63,0.4075,0.401,0.6,0.55,4.73,0.14,0.0897,0.56,12.37,13.016
0.1,0.875,0.63,0.4075,0.451,0.6,0.55,4.73,0.14,0.0897,0.498,10.95,11.54
0.1,0.875,0.63,0.4075,0.501,0.6,0.55,4.73,0.14,0.0897,0.4482,9.82,10.36
0.15,0.875,0.63,0.4075,0.001,0.6,0.55,4.73,0.14,0.0897,224.5,5104.0,5330.0
0.15,0.875,0.63,0.4075,0.051,0.6,0.55,4.73,0.14,0.0897,4.402,99.56,104.06
0.15,0.875,0.63,0.4075,0.101,0.6,0.55,4.73,0.14,0.0897,2.223,50.0,52.3
0.15,0.875,0.63,0.4075,0.151,0.6,0.55,4.73,0.14,0.0897,1.487,33.28,34.84
0.15,0.875,0.63,0.4075,0.201,0.6,0.55,4.73,0.14,0.0897,1.117,24.86,26.06
0.15,0.875,0.63,0.4075,0.251,0.6,0.55,4.73,0.14,0.0897,0.8945,19.8,20.78
0.15,0.875,0.63,0.4075,0.301,0.6,0.55,4.73,0.14,0.0897,0.746,16.4,17.25
0.15,0.875,0.63,0.4075,0.351,0.6,0.55,4.73,0.14,0.0897,0.6396,13.99,14.73
0.15,0.875,0.63,0.4075,0.401,0.6,0.55,4.73,0.14,0.0897,0.56,12.18,12.83
0.15,0.875,0.63,0.4075,0.451,0.6,0.55,4.73,0.14,0.0897,0.498,10.766,11.36
0.15,0.875,0.63,0.4075,0.501,0.6,0.55,4.73,0.14,0.0897,0.4482,9.64,10.18
0.2,0.875,0.63,0.4075,0.001,0.6,0.55,4.73,0.14,0.0897,224.5,5104.0,5330.0
0.2,0.875,0.63,0.4075,0.051,0.6,0.55,4.73,0.14,0.0,0.0,0.0,0.0
0.2,0.875,0.63,0.4075,0.101,0.6,0.55,4.73,0.14,0.0897,2.223,49.8,52.12
0.2,0.875,0.63,0.4075,0.151,0.6,0.55,4.73,0.14,0.0897,1.487,33.1,34.66
0.2,0.875,0.63,0.4075,0.201,0.6,0.55,4.73,0.14,0.0897,1.117,24.67,25.88
0.2,0.875,0.63,0.4075,0.251,0.6,0.55,4.73,0.14,0.0897,0.8945,19.61,20.6
0.2,0.875,0.63,0.4075,0.301,0.6,0.55,4.73,0.14,0.0897,0.746,16.23,17.06
0.2,0.875,0.63,0.4075,0.351,0.6,0.55,4.73,0.14,0.0897,0.6396,13.81,14.54
0.2,0.875,0.63,0.4075,0.401,0.6,0.55,4.73,0.14,0.0897,0.56,11.99,12.65
0.2,0.875,0.63,0.4075,0.451,0.6,0.55,4.73,0.14,0.0897,0.498,10.586,11.17
0.2,0.875,0.63,0.4075,0.501,0.6,0.55,4.73,0.14,0.0897,0.4482,9.45,9.99
0.25,0.875,0.63,0.4075,0.001,0.6,0.55,4.73,0.14,0.0897,224.5,5104.0,5330.0
0.25,0.875,0.63,0.4075,0.051,0.6,0.55,4.73,0.14,0.0,0.0,0.0,0.0
0.25,0.875,0.63,0.4075,0.101,0.6,0.55,4.73,0.14,0.0897,2.223,49.62,51.94
0.25,0.875,0.63,0.4075,0.151,0.6,0.55,4.73,0.14,0.0897,1.487,32.9,34.47
0.25,0.875,0.63,0.4075,0.201,0.6,0.55,4.73,0.14,0.0897,1.117,24.48,25.69
0.25,0.875,0.63,0.4075,0.251,0.6,0.55,4.73,0.14,0.0897,0.8945,19.42,20.4
0.25,0.875,0.63,0.4075,0.301,0.6,0.55,4.73,0.14,0.0897,0.746,16.05,16.88
0.25,0.875,0.63,0.4075,0.351,0.6,0.55,4.73,0.14,0.0897,0.6396,13.625,14.35
0.25,0.875,0.63,0.4075,0.401,0.6,0.55,4.73,0.14,0.0897,0.56,11.81,12.46
0.25,0.875,0.63,0.4075,0.451,0.6,0.55,4.73,0.14,0.0897,0.498,10.4,10.984
0.25,0.875,0.63,0.4075,0.501,0.6,0.55,4.73,0.14,0.0897,0.4482,9.266,9.805
0.3,0.875,0.63,0.4075,0.001,0.6,0.55,4.73,0.14,0.0897,224.5,5104.0,5330.0
0.3,0.875,0.63,0.4075,0.051,0.6,0.55,4.73,0.14,0.0,0.0,0.0,0.0
0.3,0.875,0.63,0.4075,0.101,0.6,0.55,4.73,0.14,0.0897,2.223,49.47,51.78
0.3,0.875,0.63,0.4075,0.151,0.6,0.55,4.73,0.14,0.0897,1.487,32.72,34.28
0.3,0.875,0.63,0.4075,0.201,0.6,0.55,4.73,0.14,0.0897,1.117,24.3,25.5
0.3,0.875,0.63,0.4075,0.251,0.6,0.55,4.73,0.14,0.0897,0.8945,19.23,20.22
0.3,0.875,0.63,0.4075,0.301,0.6,0.55,4.73,0.14,0.0897,0.746,15.86,16.69
0.3,0.875,0.63,0.4075,0.351,0.6,0.55,4.73,0.14,0.0897,0.6396,13.44,14.17
0.3,0.875,0.63,0.4075,0.401,0.6,0.55,4.73,0.14,0.0897,0.56,11.625,12.27
0.3,0.875,0.63,0.4075,0.451,0.6,0.55,4.73,0.14,0.0897,0.498,10.21,10.805
0.3,0.875,0.63,0.4075,0.501,0.6,0.55,4.73,0.14,0.0897,0.4482,9.086,9.625
0.35,0.875,0.63,0.4075,0.001,0.6,0.55,4.73,0.14,0.0897,224.5,5104.0,5330.0
0.35,0.875,0.63,0.4075,0.051,0.6,0.55,4.73,0.14,0.0897,4.402,98.8,103.3
0.35,0.875,0.63,0.4075,0.101,0.6,0.55,4.73,0.14,0.0897,2.223,49.28,51.6
0.35,0.875,0.63,0.4075,0.151,0.6,0.55,4.73,0.14,0.0897,1.487,32.53,34.1
0.35,0.875,0.63,0.4075,0.201,0.6,0.55,4.73,0.14,0.0897,1.117,24.11,25.31
0.35,0.875,0.63,0.4075,0.251,0.6,0.55,4.73,0.14,0.0897,0.8945,19.05,20.03
0.35,0.875,0.63,0.4075,0.301,0.6,0.55,4.73,0.14,0.0897,0.746,15.67,16.5
0.35,0.875,0.63,0.4075,0.351,0.6,0.55,4.73,0.14,0.0897,0.6396,13.26,13.984
0.35,0.875,0.63,0.4075,0.401,0.6,0.55,4.73,0.14,0.0897,0.56,11.44,12.09
0.35,0.875,0.63,0.4075,0.451,0.6,0.55,4.73,0.14,0.0897,0.498,10.03,10.62
0.35,0.875,0.63,0.4075,0.501,0.6,0.55,4.73,0.14,0.0897,0.4482,8.9,9.44
0.4,0.875,0.63,0.4075,0.001,0.6,0.55,4.73,0.14,0.0897,224.5,5104.0,5330.0
0.4,0.875,0.63,0.4075,0.051,0.6,0.55,4.73,0.14,0.0897,4.402,98.7,103.1
0.4,0.875,0.63,0.4075,0.101,0.6,0.55,4.73,0.14,0.0897,2.223,49.1,51.4
0.4,0.875,0.63,0.4075,0.151,0.6,0.55,4.73,0.14,0.0897,1.487,32.34,33.9
0.4,0.875,0.63,0.4075,0.201,0.6,0.55,4.73,0.14,0.0897,1.117,23.92,25.14
0.4,0.875,0.63,0.4075,0.251,0.6,0.55,4.73,0.14,0.0897,0.8945,18.86,19.84
0.4,0.875,0.63,0.4075,0.301,0.6,0.55,4.73,0.14,0.0897,0.746,15.484,16.33
0.4,0.875,0.63,0.4075,0.351,0.6,0.55,4.73,0.14,0.0897,0.6396,13.07,13.8
0.4,0.875,0.63,0.4075,0.401,0.6,0.55,4.73,0.14,0.0897,0.56,11.26,11.91
0.4,0.875,0.63,0.4075,0.451,0.6,0.55,4.73,0.14,0.0897,0.498,9.84,10.43
0.4,0.875,0.63,0.4075,0.501,0.6,0.55,4.73,0.14,0.0897,0.4482,8.71,9.25
0.45,0.875,0.63,0.4075,0.001,0.6,0.55,4.73,0.14,0.0897,224.5,5104.0,5330.0
0.45,0.875,0.63,0.4075,0.051,0.6,0.55,4.73,0.14,0.0897,4.402,98.5,102.94
0.45,0.875,0.63,0.4075,0.101,0.6,0.55,4.73,0.14,0.0897,2.223,48.9,51.22
0.45,0.875,0.63,0.4075,0.151,0.6,0.55,4.73,0.14,0.0897,1.487,32.16,33.72
0.45,0.875,0.63,0.4075,0.201,0.6,0.55,4.73,0.14,0.0897,1.117,23.75,24.95
0.45,0.875,0.63,0.4075,0.251,0.6,0.55,4.73,0.14,0.0897,0.8945,18.69,19.67
0.45,0.875,0.63,0.4075,0.301,0.6,0.55,4.73,0.14,0.0897,0.746,15.305,16.14
0.45,0.875,0.63,0.4075,0.351,0.6,0.55,4.73,0.14,0.0897,0.6396,12.88,13.62
0.45,0.875,0.63,0.4075,0.401,0.6,0.55,4.73,0.14,0.0897,0.56,11.07,11.72
0.45,0.875,0.63,0.4075,0.451,0.6,0.55,4.73,0.14,0.0897,0.498,9.66,10.24
0.45,0.875,0.63,0.4075,0.501,0.6,0.55,4.73,0.14,0.0897,0.4482,8.53,9.06
0.5,0.875,0.63,0.4075,0.001,0.6,0.55,4.73,0.14,0.0897,224.5,5104.0,5330.0
0.5,0.875,0.63,0.4075,0.051,0.6,0.55,4.73,0.14,0.0897,4.402,98.3,102.75
0.5,0.875,0.63,0.4075,0.101,0.6,0.55,4.73,0.14,0.0897,2.223,48.72,51.03
0.5,0.875,0.63,0.4075,0.151,0.6,0.55,4.73,0.14,0.0897,1.487,31.97,33.56
0.5,0.875,0.63,0.4075,0.201,0.6,0.55,4.73,0.14,0.0897,1.117,23.56,24.77
0.5,0.875,0.63,0.4075,0.251,0.6,0.55,4.73,0.14,0.0897,0.8945,18.5,19.48
0.5,0.875,0.63,0.4075,0.301,0.6,0.55,4.73,0.14,0.0897,0.746,15.12,15.95
0.5,0.875,0.63,0.4075,0.351,0.6,0.55,4.73,0.14,0.0897,0.6396,12.7,13.43
0.5,0.875,0.63,0.4075,0.401,0.6,0.55,4.73,0.14,0.0897,0.56,10.88,11.53
0.5,0.875,0.63,0.4075,0.451,0.6,0.55,4.73,0.14,0.0897,0.498,9.48,10.06
0.5,0.875,0.63,0.4075,0.501,0.6,0.55,4.73,0.14,0.0897,0.4482,8.34,8.88
0.0,0.875,0.63,0.4075,0.4,0.6,0.55,1.046,0.14,0.4058,0.5615,2.824,3.791
0.0,0.875,0.63,0.4075,0.45,0.6,0.55,1.046,0.14,0.4058,0.4993,2.51,3.414
0.0,0.875,0.63,0.4075,0.5,0.6,0.55,1.046,0.14,0.4058,0.4492,2.258,3.113
0.0,0.875,0.63,0.4075,0.55,0.6,0.55,1.046,0.14,0.4058,0.4084,2.053,2.867
0.0,0.875,0.63,0.4075,0.6,0.6,0.55,1.046,0.14,0.4058,0.3743,1.882,2.662
0.0,0.875,0.63,0.4075,0.65,0.6,0.55,1.046,0.14,0.4058,0.3455,1.737,2.488
0.0,0.875,0.63,0.4075,0.6997,0.6,0.55,1.046,0.14,0.4058,0.3208,1.613,2.34
0.0,0.875,0.63,0.4075,0.75,0.6,0.55,1.046,0.14,0.4058,0.2996,1.506,2.21
0.0,0.875,0.63,0.4075,0.8,0.6,0.55,1.046,0.14,0.4058,0.2808,1.412,2.098
0.0,0.875,0.63,0.4075,0.85,0.6,0.55,1.046,0.14,0.4058,0.2642,1.328,1.999
0.0,0.875,0.63,0.4075,0.9,0.6,0.55,1.046,0.14,0.4058,0.2495,1.255,1.91
0.05,0.875,0.63,0.4075,0.4,0.6,0.55,1.046,0.14,0.4058,0.5615,2.639,3.605
0.05,0.875,0.63,0.4075,0.45,0.6,0.55,1.046,0.14,0.4058,0.4993,2.324,3.23
0.05,0.875,0.63,0.4075,0.5,0.6,0.55,1.046,0.14,0.4058,0.4492,2.074,2.928
0.05,0.875,0.63,0.4075,0.55,0.6,0.55,1.046,0.14,0.4058,0.4084,1.868,2.682
0.05,0.875,0.63,0.4075,0.6,0.6,0.55,1.046,0.14,0.4058,0.3743,1.697,2.477
0.05,0.875,0.63,0.4075,0.65,0.6,0.55,1.046,0.14,0.4058,0.3455,1.553,2.303
0.05,0.875,0.63,0.4075,0.6997,0.6,0.55,1.046,0.14,0.4058,0.3208,1.429,2.154
0.05,0.875,0.63,0.4075,0.75,0.6,0.55,1.046,0.14,0.4058,0.2996,1.32,2.025
0.05,0.875,0.63,0.4075,0.8,0.6,0.55,1.046,0.14,0.4058,0.2808,1.227,1.913
0.05,0.875,0.63,0.4075,0.85,0.6,0.55,1.046,0.14,0.4058,0.2642,1.144,1.813
0.05,0.875,0.63,0.4075,0.9,0.6,0.55,1.046,0.14,0.4058,0.2495,1.069,1.725
0.1,0.875,0.63,0.4075,0.4,0.6,0.55,1.046,0.14,0.4058,0.5615,2.453,3.42
0.1,0.875,0.63,0.4075,0.45,0.6,0.55,1.046,0.14,0.4058,0.4993,2.139,3.045
0.1,0.875,0.63,0.4075,0.5,0.6,0.55,1.046,0.14,0.4058,0.4492,1.889,2.744
0.1,0.875,0.63,0.4075,0.55,0.6,0.55,1.046,0.14,0.4058,0.4084,1.684,2.498
0.1,0.875,0.63,0.4075,0.6,0.6,0.55,1.046,0.14,0.4058,0.3743,1.512,2.293
0.1,0.875,0.63,0.4075,0.65,0.6,0.55,1.046,0.14,0.4058,0.3455,1.367,2.12
0.1,0.875,0.63,0.4075,0.6997,0.6,0.55,1.046,0.14,0.4058,0.3208,1.243,1.97
0.1,0.875,0.63,0.4075,0.75,0.6,0.55,1.046,0.14,0.4058,0.2996,1.136,1.841
0.1,0.875,0.63,0.4075,0.8,0.6,0.55,1.046,0.14,0.4058,0.2808,1.041,1.728
0.1,0.875,0.63,0.4075,0.85,0.6,0.55,1.046,0.14,0.4058,0.2642,0.9585,1.628
0.1,0.875,0.63,0.4075,0.9,0.6,0.55,1.046,0.14,0.4058,0.2495,0.885,1.54
0.15,0.875,0.63,0.4075,0.4,0.6,0.55,1.046,0.14,0.4058,0.5615,2.268,3.236
0.15,0.875,0.63,0.4075,0.45,0.6,0.55,1.046,0.14,0.4058,0.4993,1.954,2.86
0.15,0.875,0.63,0.4075,0.5,0.6,0.55,1.046,0.14,0.4058,0.4492,1.703,2.559
0.15,0.875,0.63,0.4075,0.55,0.6,0.55,1.046,0.14,0.4058,0.4084,1.498,2.312
0.15,0.875,0.63,0.4075,0.6,0.6,0.55,1.046,0.14,0.4058,0.3743,1.327,2.107
0.15,0.875,0.63,0.4075,0.65,0.6,0.55,1.046,0.14,0.4058,0.3455,1.183,1.934
0.15,0.875,0.63,0.4075,0.6997,0.6,0.55,1.046,0.14,0.4058,0.3208,1.058,1.785
0.15,0.875,0.63,0.4075,0.75,0.6,0.55,1.046,0.14,0.4058,0.2996,0.9507,1.655
0.15,0.875,0.63,0.4075,0.8,0.6,0.55,1.046,0.14,0.4058,0.2808,0.8564,1.543
0.15,0.875,0.63,0.4075,0.85,0.6,0.55,1.046,0.14,0.9707,0.2642,-0.0,1.235
0.15,0.875,0.63,0.4075,0.9,0.6,0.55,1.046,0.14,0.917,0.2495,-0.0,1.167
0.2,0.875,0.63,0.4075,0.4,0.6,0.55,1.046,0.14,0.4058,0.5615,2.084,3.05
0.2,0.875,0.63,0.4075,0.45,0.6,0.55,1.046,0.14,0.4058,0.4993,1.77,2.674
0.2,0.875,0.63,0.4075,0.5,0.6,0.55,1.046,0.14,0.4058,0.4492,1.519,2.373
0.2,0.875,0.63,0.4075,0.55,0.6,0.55,1.046,0.14,0.4058,0.4084,1.313,2.127
0.2,0.875,0.63,0.4075,0.6,0.6,0.55,1.046,0.14,1.031,0.3743,-0.0,1.406
0.2,0.875,0.63,0.4075,0.65,0.6,0.55,1.046,0.14,0.952,0.3455,-0.0,1.298
0.2,0.875,0.63,0.4075,0.6997,0.6,0.55,1.046,0.14,0.4058,0.3208,0.873,1.6
0.2,0.875,0.63,0.4075,0.75,0.6,0.55,1.046,0.14,0.825,0.2996,-0.0,1.125
0.2,0.875,0.63,0.4075,0.8,0.6,0.55,1.046,0.14,0.774,0.2808,-0.0,1.055
0.2,0.875,0.63,0.4075,0.85,0.6,0.55,1.046,0.14,0.728,0.2642,-0.0,0.992
0.2,0.875,0.63,0.4075,0.9,0.6,0.55,1.046,0.14,0.6875,0.2495,-0.0,0.9375
0.25,0.875,0.63,0.4075,0.4,0.6,0.55,1.046,0.14,0.4058,0.5615,1.898,2.865
0.25,0.875,0.63,0.4075,0.45,0.6,0.55,1.046,0.14,1.101,0.4993,-0.0,1.6
0.25,0.875,0.63,0.4075,0.5,0.6,0.55,1.046,0.14,0.99,0.4492,-0.0,1.439
0.25,0.875,0.63,0.4075,0.55,0.6,0.55,1.046,0.14,0.9004,0.4084,-0.0,1.309
0.25,0.875,0.63,0.4075,0.6,0.6,0.55,1.046,0.14,0.825,0.3743,-0.0,1.199
0.25,0.875,0.63,0.4075,0.65,0.6,0.55,1.046,0.14,0.7617,0.3455,-0.0,1.107
0.25,0.875,0.63,0.4075,0.6997,0.6,0.55,1.046,0.14,0.7075,0.3208,-0.0,1.028
0.25,0.875,0.63,0.4075,0.75,0.6,0.55,1.046,0.14,0.66,0.2996,-0.0,0.9595
0.25,0.875,0.63,0.4075,0.8,0.6,0.55,1.046,0.14,0.619,0.2808,-0.0,0.9
0.25,0.875,0.63,0.4075,0.85,0.6,0.55,1.046,0.14,0.5825,0.2642,-0.0,0.8467
0.25,0.875,0.63,0.4075,0.9,0.6,0.55,1.046,0.14,0.5503,0.2495,-0.0,0.8
0.3,0.875,0.63,0.4075,0.4,0.6,0.55,1.046,0.14,1.031,0.5615,-0.0,1.594
0.3,0.875,0.63,0.4075,0.45,0.6,0.55,1.046,0.14,0.917,0.4993,-0.0,1.416
0.3,0.875,0.63,0.4075,0.5,0.6,0.55,1.046,0.14,0.825,0.4492,-0.0,1.274
0.3,0.875,0.63,0.4075,0.55,0.6,0.55,1.046,0.14,0.7505,0.4084,-0.0,1.158
0.3,0.875,0.63,0.4075,0.6,0.6,0.55,1.046,0.14,0.688,0.3743,-0.0,1.0625
0.3,0.875,0.63,0.4075,0.65,0.6,0.55,1.046,0.14,0.635,0.3455,-0.0,0.9805
0.3,0.875,0.63,0.4075,0.6997,0.6,0.55,1.046,0.14,0.5894,0.3208,-0.0,0.91
0.3,0.875,0.63,0.4075,0.75,0.6,0.55,1.046,0.14,0.5503,0.2996,-0.0,0.8496
0.3,0.875,0.63,0.4075,0.8,0.6,0.55,1.046,0.14,0.5156,0.2808,-0.0,0.7964
0.3,0.875,0.63,0.4075,0.85,0.6,0.55,1.046,0.14,0.4854,0.2642,-0.0,0.7495
0.3,0.875,0.63,0.4075,0.9,0.6,0.55,1.046,0.14,0.4585,0.2495,-0.0,0.708
0.35,0.875,0.63,0.4075,0.4,0.6,0.55,1.046,0.14,0.8843,0.5615,-0.0,1.446
0.35,0.875,0.63,0.4075,0.45,0.6,0.55,1.046,0.14,0.786,0.4993,-0.0,1.285
0.35,0.875,0.63,0.4075,0.5,0.6,0.55,1.046,0.14,0.7075,0.4492,-0.0,1.156
0.35,0.875,0.63,0.4075,0.55,0.6,0.55,1.046,0.14,0.643,0.4084,-0.0,1.052
0.35,0.875,0.63,0.4075,0.6,0.6,0.55,1.046,0.14,0.5894,0.3743,-0.0,0.964
0.35,0.875,0.63,0.4075,0.65,0.6,0.55,1.046,0.14,0.544,0.3455,-0.0,0.8896
0.35,0.875,0.63,0.4075,0.6997,0.6,0.55,1.046,0.14,0.5054,0.3208,-0.0,0.826
0.35,0.875,0.63,0.4075,0.75,0.6,0.55,1.046,0.14,0.4717,0.2996,-0.0,0.771
0.35,0.875,0.63,0.4075,0.8,0.6,0.55,1.046,0.14,0.4421,0.2808,-0.0,0.7227
0.35,0.875,0.63,0.4075,0.85,0.6,0.55,1.046,0.14,0.416,0.2642,0.0,0.68
0.35,0.875,0.63,0.4075,0.9,0.6,0.55,1.046,0.14,0.393,0.2495,0.0,0.6426
0.4,0.875,0.63,0.4075,0.4,0.6,0.55,1.046,0.14,0.774,0.5615,-0.0,1.335
0.4,0.875,0.63,0.4075,0.45,0.6,0.55,1.046,0.14,0.688,0.4993,-0.0,1.187
0.4,0.875,0.63,0.4075,0.5,0.6,0.55,1.046,0.14,0.619,0.4492,-0.0,1.068
0.4,0.875,0.63,0.4075,0.55,0.6,0.55,1.046,0.14,0.5625,0.4084,0.0,0.971
0.4,0.875,0.63,0.4075,0.6,0.6,0.55,1.046,0.14,0.5156,0.3743,-0.0,0.89
0.4,0.875,0.63,0.4075,0.65,0.6,0.55,1.046,0.14,0.476,0.3455,2.4e-7,0.822
0.4,0.875,0.63,0.4075,0.6997,0.6,0.55,1.046,0.14,0.4421,0.3208,-0.0,0.763
0.4,0.875,0.63,0.4075,0.75,0.6,0.55,1.046,0.14,0.4126,0.2996,0.0,0.712
0.4,0.875,0.63,0.4075,0.8,0.6,0.55,1.046,0.14,0.387,0.2808,0.0,0.6675
0.4,0.875,0.63,0.4075,0.85,0.6,0.55,1.046,0.14,0.364,0.2642,-0.0,0.6284
0.4,0.875,0.63,0.4075,0.9,0.6,0.55,1.046,0.14,0.3438,0.2495,-0.0,0.5933
0.45,0.875,0.63,0.4075,0.4,0.6,0.55,1.046,0.14,0.688,0.5615,-0.0,1.249
0.45,0.875,0.63,0.4075,0.45,0.6,0.55,1.046,0.14,0.6113,0.4993,-0.0,1.11
0.45,0.875,0.63,0.4075,0.5,0.6,0.55,1.046,0.14,0.5503,0.4492,-0.0,0.9995
0.45,0.875,0.63,0.4075,0.55,0.6,0.55,1.046,0.14,0.5,0.4084,-0.0,0.9087
0.45,0.875,0.63,0.4075,0.6,0.6,0.55,1.046,0.14,0.4585,0.3743,-0.0,0.833
0.45,0.875,0.63,0.4075,0.65,0.6,0.55,1.046,0.14,0.4233,0.3455,0.0,0.7686
0.45,0.875,0.63,0.4075,0.6997,0.6,0.55,1.046,0.14,0.393,0.3208,0.0,0.714
0.45,0.875,0.63,0.4075,0.75,0.6,0.55,1.046,0.14,0.3667,0.2996,-0.0,0.6665
0.45,0.875,0.63,0.4075,0.8,0.6,0.55,1.046,0.14,0.3438,0.2808,-0.0,0.6245
0.45,0.875,0.63,0.4075,0.85,0.6,0.55,1.046,0.14,0.3237,0.2642,-0.0,0.588
0.45,0.875,0.63,0.4075,0.9,0.6,0.55,1.046,0.14,0.3057,0.2495,-0.0,0.555
0.5,0.875,0.63,0.4075,0.4,0.6,0.55,1.046,0.14,0.619,0.5615,-0.0,1.181
0.5,0.875,0.63,0.4075,0.45,0.6,0.55,1.046,0.14,0.5503,0.4993,-0.0,1.05
0.5,0.875,0.63,0.4075,0.5,0.6,0.55,1.046,0.14,0.495,0.4492,-0.0,0.9443
0.5,0.875,0.63,0.4075,0.55,0.6,0.55,1.046,0.14,0.4502,0.4084,-0.0,0.8584
0.5,0.875,0.63,0.4075,0.6,0.6,0.55,1.046,0.14,0.4126,0.3743,-0.0,0.787
0.5,0.875,0.63,0.4075,0.65,0.6,0.55,1.046,0.14,0.3809,0.3455,0.0,0.7266
0.5,0.875,0.63,0.4075,0.6997,0.6,0.55,1.046,0.14,0.3538,0.3208,-0.0,0.6743
0.5,0.875,0.63,0.4075,0.75,0.6,0.55,1.046,0.14,0.33,0.2996,-0.0,0.6294
0.5,0.875,0.63,0.4075,0.8,0.6,0.55,1.046,0.14,0.3096,0.2808,-0.0,0.5903
0.5,0.875,0.63,0.4075,0.85,0.6,0.55,1.046,0.14,0.2913,0.2642,-0.0,0.5557
0.5,0.875,0.63,0.4075,0.9,0.6,0.55,1.046,0.14,0.2751,0.2495,-0.0,0.5244
0.0,0.875,0.63,0.4075,0.4,0.6,0.55,8.414,0.14,0.05045,0.5615,22.72,23.33
0.0,0.875,0.63,0.4075,0.45,0.6,0.55,8.414,0.14,0.05045,0.4993,20.19,20.73
0.0,0.875,0.63,0.4075,0.5,0.6,0.55,8.414,0.14,0.05045,0.4492,18.17,18.67
0.0,0.875,0.63,0.4075,0.55,0.6,0.55,8.414,0.14,0.05045,0.4084,16.52,16.98
0.0,0.875,0.63,0.4075,0.6,0.6,0.55,8.414,0.14,0.05045,0.3743,15.14,15.57
0.0,0.875,0.63,0.4075,0.65,0.6,0.55,8.414,0.14,0.05045,0.3455,13.98,14.375
0.0,0.875,0.63,0.4075,0.6997,0.6,0.55,8.414,0.14,0.05045,0.3208,12.98,13.35
0.0,0.875,0.63,0.4075,0.75,0.6,0.55,8.414,0.14,0.05045,0.2996,12.11,12.46
0.0,0.875,0.63,0.4075,0.8,0.6,0.55,8.414,0.14,0.05045,0.2808,11.36,11.69
0.0,0.875,0.63,0.4075,0.85,0.6,0.55,8.414,0.14,0.05045,0.2642,10.69,11.0
0.0,0.875,0.63,0.4075,0.9,0.6,0.55,8.414,0.14,0.05045,0.2495,10.09,10.39
